ID,cluster_id,valid,team_list,author_list,goal_list
382,cluster441,F,"[""team1521"",""team2517""]","[""ID005001"",""ID054681"",""ID068164"",""ID068163"",""ID040142"",""ID010813"",""ID003712"",""ID047037"",""ID073986"",""ID073987"",""ID010813"",""ID073988"",""ID045800""]","[""D3""]"
383,cluster442,F,"[""team2651"",""team2249""]","[""ID033353"",""ID078240"",""ID078241"",""ID078239"",""ID033353"",""ID078254"",""ID078253"",""ID078252""]","[""""]"
384,cluster443,F,"[""team1864"",""team3916"",""team2108""]","[""ID076399"",""ID076397"",""ID022220"",""ID076398"",""ID062683"",""ID076396"",""ID015364"",""ID076413"",""ID076399"",""ID076412"",""ID076414"",""ID022220"",""ID051728"",""ID019311"",""ID022220"",""ID076893"",""ID039739""]","[""D1""]"
385,cluster444,F,"[""team3158"",""team2813""]","[""ID043105"",""ID068519"",""ID008271"",""ID054865"",""ID040650"",""ID065738"",""ID054865"",""ID067164"",""ID000538""]","[""E2""]"
386,cluster445,T,"[""team626"",""team1155""]","[""ID081260"",""ID081259"",""ID081262"",""ID081263"",""ID081042"",""ID061834"",""ID081046"",""ID066599"",""ID018068"",""ID081041"",""ID061835"",""ID080448"",""ID049011"",""ID081049"",""ID025394"",""ID081043"",""ID081050"",""ID006649"",""ID081261"",""ID081047"",""ID063692"",""ID095210"",""ID061836"",""ID081045"",""ID081044"",""ID081048"",""ID022228"",""ID029215"",""ID061835"",""ID011420"",""ID079998""]","[""G3"",""D1""]"
387,cluster446,F,"[""team2489"",""team3853""]","[""ID093286"",""ID016416"",""ID093285"",""ID063502"",""ID093276"",""ID073020"",""ID016416"",""ID093277""]","[""G1""]"
388,cluster447,F,"[""team1419"",""team1420""]","[""ID075396"",""ID093960"",""ID093959"",""ID075397"",""ID075396"",""ID075308"",""ID075309"",""ID075397""]","[""A1""]"
389,cluster448,F,"[""team254"",""team253"",""team3114""]","[""ID018758"",""ID080356"",""ID065136"",""ID080357"",""ID029420"",""ID065136"",""ID065890"",""ID029420"",""ID012177"",""ID018574"",""ID065136"",""ID065135"",""ID023343""]","[""B1""]"
390,cluster449,F,"[""team624"",""team623""]","[""ID082982"",""ID078845"",""ID007922"",""ID095639"",""ID033653"",""ID014854"",""ID024803"",""ID033653"",""ID082993"",""ID007166"",""ID082994"",""ID082995"",""ID078845""]","[""B1""]"
391,cluster45,F,"[""team2233"",""team2232""]","[""ID062599"",""ID017864"",""ID074500"",""ID074498"",""ID024163"",""ID074499"",""ID062599"",""ID074500"",""ID012241""]","[""D1""]"
392,cluster450,T,"[""team1765"",""team1225""]","[""ID022102"",""ID061315"",""ID016457"",""ID044579"",""ID029142"",""ID062647"",""ID048080"",""ID062648"",""ID016457""]","[""A2"",""D1""]"
393,cluster451,F,"[""team1714"",""team686""]","[""ID069944"",""ID069945"",""ID069943"",""ID069941"",""ID069946"",""ID069940"",""ID069942"",""ID072183"",""ID069963"",""ID069962"",""ID069941"",""ID069961"",""ID069940""]","[""A2""]"
394,cluster452,F,"[""team861"",""team2431""]","[""ID074401"",""ID001421"",""ID074375"",""ID074399"",""ID059966"",""ID074400"",""ID012026"",""ID027694"",""ID074375"",""ID093651"",""ID012026""]","[""E2""]"
395,cluster453,F,"[""team1010"",""team3803""]","[""ID035564"",""ID038673"",""ID043510"",""ID063240"",""ID033378"",""ID038673"",""ID044449"",""ID071285""]","[""C1""]"
396,cluster454,F,"[""team704"",""team703""]","[""ID066227"",""ID091386"",""ID084516"",""ID066226"",""ID066227"",""ID092094"",""ID085901"",""ID066226""]","[""G1""]"
397,cluster455,F,"[""team428"",""team3651"",""team1761""]","[""ID033440"",""ID004412"",""ID067303"",""ID004693"",""ID067668"",""ID068726"",""ID008988"",""ID067304"",""ID084637"",""ID004693"",""ID063917"",""ID067304"",""ID084638"",""ID084640"",""ID085511"",""ID052970"",""ID085509"",""ID087053"",""ID068726""]","[""A1""]"
398,cluster456,F,"[""team1388"",""team3574""]","[""ID075055"",""ID075110"",""ID068287"",""ID075052"",""ID094231"",""ID068286"",""ID075198"",""ID075054"",""ID075053"",""ID075052"",""ID075055""]","[""C1""]"
399,cluster457,T,"[""team2650"",""team3352"",""team1359""]","[""ID019786"",""ID061019"",""ID061018"",""ID061020"",""ID019786"",""ID011611"",""ID011433"",""ID032483"",""ID027961"",""ID065934"",""ID045011"",""ID037062"",""ID065933"",""ID065934""]","[""F3"",""D1""]"
400,cluster458,T,"[""team1572"",""team2696"",""team2185""]","[""ID065643"",""ID086678"",""ID084834"",""ID051799"",""ID027308"",""ID029438"",""ID065613"",""ID065612"",""ID051799"",""ID065611"",""ID010942"",""ID065643"",""ID065645"",""ID049182"",""ID065644"",""ID003883""]","[""B2"",""F3""]"
401,cluster459,F,"[""team2094"",""team1863""]","[""ID071123"",""ID013748"",""ID008221"",""ID025154"",""ID049775"",""ID037431"",""ID031770"",""ID042084"",""ID012002"",""ID026376"",""ID013748"",""ID007694"",""ID071125"",""ID049775"",""ID071258"",""ID024463"",""ID071257""]","[""F1""]"
402,cluster46,F,"[""team2773"",""team2363""]","[""ID065249"",""ID043716"",""ID065250"",""ID049346"",""ID065248"",""ID065247"",""ID043716"",""ID070145"",""ID070146"",""ID067299"",""ID066869""]","[""F1""]"
403,cluster460,T,"[""team632"",""team2250"",""team2649""]","[""ID067489"",""ID084799"",""ID062131"",""ID064991"",""ID067899"",""ID087526"",""ID087527"",""ID062938"",""ID067900"",""ID064991"",""ID092275"",""ID069401"",""ID069403"",""ID069400"",""ID069405"",""ID069404"",""ID069402"",""ID064991"",""ID086402"",""ID085014"",""ID085015""]","[""A1"",""B3""]"
404,cluster461,T,"[""team1059"",""team3391"",""team3193"",""team3395"",""team1314""]","[""ID066528"",""ID066526"",""ID041311"",""ID027475"",""ID066527"",""ID013015"",""ID067589"",""ID042467"",""ID024463"",""ID012409"",""ID048515"",""ID034616"",""ID092563"",""ID023169"",""ID070221"",""ID070152"",""ID024463"",""ID006239"",""ID043272"",""ID017958"",""ID092654"",""ID070529"",""ID024463"",""ID070516"",""ID092655"",""ID005273"",""ID024463"",""ID066527"",""ID070516"",""ID067588"",""ID040295"",""ID013015"",""ID042467""]","[""B1"",""F1""]"
405,cluster462,F,"[""team1377"",""team16""]","[""ID092260"",""ID092259"",""ID004072"",""ID044300"",""ID054487"",""ID042467"",""ID067768"",""ID013015"",""ID021926"",""ID067764"",""ID067768"",""ID067765"",""ID067767""]","[""E2""]"
406,cluster463,T,"[""team3203"",""team2180"",""team960"",""team3769"",""team4002"",""team3837"",""team3589""]","[""ID061455"",""ID061453"",""ID021989"",""ID058003"",""ID061455"",""ID067543"",""ID062942"",""ID001560"",""ID044557"",""ID067542"",""ID065795"",""ID086069"",""ID021989"",""ID063604"",""ID060983"",""ID034714"",""ID004937"",""ID032863"",""ID060980"",""ID009184"",""ID060982"",""ID063603"",""ID060981"",""ID006514"",""ID007511"",""ID060984"",""ID035038"",""ID021989"",""ID036481"",""ID060981"",""ID019670"",""ID067208"",""ID091241"",""ID061148"",""ID001560"",""ID062938"",""ID061203"",""ID001560"",""ID061200"",""ID061201"",""ID033616"",""ID040980"",""ID061201"",""ID039432"",""ID040807"",""ID040980"",""ID064914""]","[""B1"",""B3""]"
407,cluster464,T,"[""team1057"",""team3286"",""team2319"",""team2630""]","[""ID028622"",""ID081266"",""ID020073"",""ID060922"",""ID006828"",""ID060921"",""ID081296"",""ID022253"",""ID017385"",""ID040566"",""ID054336"",""ID081331"",""ID019082"",""ID060923"",""ID060924"",""ID025075"",""ID031245"",""ID060984"",""ID036368"",""ID017385"",""ID066866"",""ID066865"",""ID006994"",""ID066864"",""ID068827"",""ID036368"",""ID065619"",""ID068826"",""ID042054"",""ID052279"",""ID084665"",""ID065619"",""ID066523"",""ID084943"",""ID066522"",""ID025204""]","[""F1"",""A2""]"
408,cluster465,F,"[""team1261"",""team1260""]","[""ID046748"",""ID049629"",""ID046530"",""ID010748"",""ID057170"",""ID061871"",""ID017829"",""ID078316"",""ID046748"",""ID021178"",""ID046753"",""ID068840""]","[""F3""]"
409,cluster466,F,"[""team3573"",""team4139""]","[""ID076331"",""ID094194"",""ID076424"",""ID094196"",""ID076425"",""ID094195"",""ID076423"",""ID076332"",""ID076661"",""ID076660"",""ID076331""]","[""A2""]"
410,cluster467,F,"[""team1503"",""team1504"",""team2681""]","[""ID039004"",""ID029530"",""ID030144"",""ID060912"",""ID015843"",""ID069300"",""ID066447"",""ID066449"",""ID008373"",""ID007224"",""ID040571"",""ID028314"",""ID049435"",""ID027290"",""ID066448"",""ID047414"",""ID008373"",""ID074291"",""ID016443"",""ID074271"",""ID074288"",""ID026529"",""ID049435"",""ID074290"",""ID074291"",""ID074303"",""ID031269"",""ID074290""]","[""F1""]"
411,cluster468,T,"[""team53"",""team838"",""team2404"",""team173"",""team3528"",""team1090""]","[""ID061802"",""ID009460"",""ID014358"",""ID020047"",""ID030214"",""ID003099"",""ID045519"",""ID061995"",""ID039934"",""ID057520"",""ID029021"",""ID007587"",""ID061994"",""ID034440"",""ID021452"",""ID040338"",""ID003281"",""ID061992"",""ID061991"",""ID042189"",""ID002572"",""ID016744"",""ID011179"",""ID061993"",""ID054692"",""ID000378"",""ID061996"",""ID072400"",""ID061567"",""ID022446"",""ID043315"",""ID047328"",""ID010152"",""ID020104"",""ID037102"",""ID012230"",""ID074307"",""ID003099"",""ID061568"",""ID093629"",""ID034668"",""ID021519"",""ID017200"",""ID074310"",""ID013918"",""ID024865"",""ID046948"",""ID074286"",""ID074294"",""ID045114"",""ID032503"",""ID009414"",""ID029771"",""ID061611"",""ID061612"",""ID002572"",""ID061613"",""ID012065"",""ID054745"",""ID002572"",""ID060750"",""ID083276"",""ID007587"",""ID083277"",""ID011179"",""ID007587"",""ID039481"",""ID005286"",""ID065552"",""ID006358""]","[""A1"",""A2""]"
412,cluster469,T,"[""team475"",""team473"",""team474""]","[""ID035583"",""ID092595"",""ID038988"",""ID019988"",""ID048678"",""ID060871"",""ID049459"",""ID093203"",""ID060871"",""ID033914"",""ID037739"",""ID030613"",""ID072739"",""ID047457"",""ID060871""]","[""G4"",""F3""]"
413,cluster47,F,"[""team3971"",""team2868""]","[""ID033261"",""ID000778"",""ID082624"",""ID082629"",""ID082625"",""ID082628"",""ID082627"",""ID082862"",""ID082626"",""ID020803"",""ID066965"",""ID000778"",""ID039510""]","[""F1""]"
414,cluster470,F,"[""team1997"",""team2766"",""team2611""]","[""ID037601"",""ID054258"",""ID040600"",""ID019476"",""ID073053"",""ID008131"",""ID043468"",""ID044825"",""ID073017"",""ID039190"",""ID040600"",""ID042214"",""ID030650"",""ID068230"",""ID043468"",""ID008131"",""ID012927"",""ID073045""]","[""A1""]"
415,cluster471,F,"[""team2099"",""team3906""]","[""ID082819"",""ID082820"",""ID021347"",""ID082818"",""ID082817"",""ID021347"",""ID082817"",""ID082816"",""ID082815""]","[""A1""]"
416,cluster472,F,"[""team4173"",""team4071"",""team3541""]","[""ID077387"",""ID049639"",""ID077213"",""ID009155"",""ID005616"",""ID053447"",""ID005616"",""ID077388"",""ID077266"",""ID049639"",""ID072886"",""ID013570"",""ID026233""]","[""D1""]"
417,cluster473,F,"[""team3567"",""team3264"",""team4079""]","[""ID006757"",""ID000557"",""ID039531"",""ID060710"",""ID091808"",""ID091807"",""ID000557"",""ID006757"",""ID035881"",""ID060685"",""ID000557"",""ID060686""]","[""G1""]"
418,cluster474,T,"[""team651"",""team1026"",""team2256"",""team395"",""team739""]","[""ID042821"",""ID068107"",""ID002578"",""ID081925"",""ID001966"",""ID007013"",""ID069152"",""ID068109"",""ID068108"",""ID061050"",""ID014547"",""ID081924"",""ID044242"",""ID088746"",""ID064813"",""ID063955"",""ID081762"",""ID001366"",""ID081892"",""ID023314"",""ID004643"",""ID056132"",""ID077394"",""ID066619"",""ID049547"",""ID009880"",""ID040523"",""ID081926"",""ID078192"",""ID068106"",""ID005074"",""ID081890"",""ID023328"",""ID081893"",""ID061050"",""ID001383"",""ID026775"",""ID001366"",""ID068106"",""ID061050"",""ID051669"",""ID033136"",""ID066620"",""ID069145"",""ID066619"",""ID055068"",""ID069143"",""ID069142"",""ID069144"",""ID042821"",""ID095386"",""ID046458"",""ID041313""]","[""D3"",""B1""]"
419,cluster475,F,"[""team2058"",""team3115""]","[""ID042821"",""ID001966"",""ID005111"",""ID060390"",""ID061050"",""ID000415"",""ID000663"",""ID061050"",""ID072415"",""ID065665""]","[""D3""]"
420,cluster476,F,"[""team2326"",""team853""]","[""ID070746"",""ID022593"",""ID020721"",""ID070745"",""ID070743"",""ID070747"",""ID070744"",""ID025195"",""ID070760"",""ID070761"",""ID031427"",""ID040521"",""ID030814"",""ID020721""]","[""F1""]"
421,cluster477,T,"[""team535"",""team764"",""team3006""]","[""ID060674"",""ID062974"",""ID061536"",""ID062976"",""ID091013"",""ID062486"",""ID062975"",""ID062978"",""ID042234"",""ID064652"",""ID003643"",""ID084231"",""ID047472"",""ID038982"",""ID062486"",""ID047472"",""ID062486"",""ID005129"",""ID062487"",""ID027025"",""ID084232""]","[""B3"",""B2""]"
422,cluster478,F,"[""team3376"",""team3375"",""team522""]","[""ID086953"",""ID086471"",""ID096381"",""ID086951"",""ID086950"",""ID022054"",""ID086952"",""ID086471"",""ID096381"",""ID086954"",""ID022054"",""ID013121"",""ID018100"",""ID033952""]","[""A1""]"
423,cluster479,F,"[""team3200"",""team1913"",""team3786""]","[""ID066826"",""ID024833"",""ID003361"",""ID028691"",""ID063019"",""ID041469"",""ID038197"",""ID036236"",""ID003361"",""ID094690"",""ID078288"",""ID078289"",""ID055104"",""ID024774"",""ID024833"",""ID003361"",""ID049844""]","[""A1""]"
424,cluster48,F,"[""team1317"",""team3957""]","[""ID082397"",""ID095481"",""ID082300"",""ID082396"",""ID082266"",""ID095454"",""ID095456"",""ID095455"",""ID095453"",""ID082266""]","[""""]"
425,cluster480,T,"[""team2769"",""team2898"",""team2741""]","[""ID012487"",""ID000081"",""ID019711"",""ID035199"",""ID003558"",""ID001067"",""ID066511"",""ID019711"",""ID063057"",""ID000081"",""ID093712"",""ID093693"",""ID040750""]","[""B2"",""B1""]"
426,cluster481,T,"[""team136"",""team1633"",""team176"",""team2212"",""team2815"",""team2814"",""team4092"",""team2322"",""team2731"",""team2777"",""team1589"",""team1080"",""team1590"",""team1079""]","[""ID038672"",""ID001593"",""ID001236"",""ID094440"",""ID094438"",""ID071092"",""ID072651"",""ID078127"",""ID077381"",""ID071091"",""ID067375"",""ID035728"",""ID077360"",""ID078615"",""ID077358"",""ID060171"",""ID078614"",""ID031625"",""ID009915"",""ID077378"",""ID028938"",""ID067374"",""ID037876"",""ID077377"",""ID077359"",""ID007099"",""ID094434"",""ID077379"",""ID094663"",""ID008977"",""ID067373"",""ID004418"",""ID077411"",""ID067376"",""ID030456"",""ID037826"",""ID071093"",""ID094452"",""ID077409"",""ID001822"",""ID077412"",""ID077318"",""ID077410"",""ID078169"",""ID078170"",""ID067373"",""ID078172"",""ID052680"",""ID078171"",""ID067374"",""ID072648"",""ID066121"",""ID091558"",""ID024813"",""ID093176"",""ID072651"",""ID066120"",""ID066122"",""ID072648"",""ID072667"",""ID028207"",""ID072659"",""ID072651"",""ID072658"",""ID072656"",""ID067373"",""ID053131"",""ID067374"",""ID091801"",""ID077375"",""ID067373"",""ID077376"",""ID067374"",""ID034432"",""ID031448"",""ID006708"",""ID082896"",""ID037826"",""ID082895"",""ID072660"",""ID013417"",""ID093181"",""ID066121"",""ID066122"",""ID077365"",""ID094435"",""ID062828"",""ID009915"",""ID077364"",""ID062828"",""ID077363"",""ID009915"",""ID042897"",""ID090733"",""ID004257"",""ID007099"",""ID023054"",""ID065281"",""ID001593"",""ID064844"",""ID029361"",""ID033158"",""ID007099"",""ID000565"",""ID045762"",""ID004257"",""ID071519"",""ID092909"",""ID092908"",""ID029361"",""ID092910""]","[""A1"",""A3"",""C1"",""D1"",""D2""]"
427,cluster482,F,"[""team2619"",""team3201""]","[""ID077923"",""ID077922"",""ID073825"",""ID000589"",""ID033829"",""ID094633"",""ID073825"",""ID000589""]","[""A1""]"
428,cluster483,F,"[""team1574"",""team2922""]","[""ID031139"",""ID077838"",""ID077842"",""ID077841"",""ID077839"",""ID077840"",""ID000513"",""ID031139"",""ID077842"",""ID077884""]","[""G2""]"
429,cluster484,T,"[""team276"",""team3852""]","[""ID089901"",""ID089908"",""ID088122"",""ID053528"",""ID089903"",""ID089899"",""ID089909"",""ID089905"",""ID089906"",""ID089902"",""ID088121"",""ID003244"",""ID089904"",""ID088698"",""ID089907"",""ID089900"",""ID051827"",""ID089911"",""ID084642"",""ID089910"",""ID088122"",""ID038185"",""ID088121"",""ID088120""]","[""G4"",""B2""]"
430,cluster485,F,"[""team2625"",""team3363""]","[""ID077874"",""ID077875"",""ID077873"",""ID077872"",""ID078087"",""ID078088"",""ID077913"",""ID077872""]","[""G4""]"
431,cluster486,F,"[""team210"",""team934""]","[""ID050266"",""ID066591"",""ID066593"",""ID066592"",""ID039629"",""ID066594"",""ID042746"",""ID003356"",""ID021317"",""ID051102"",""ID005554"",""ID006062"",""ID012616"",""ID039629"",""ID070167""]","[""B1""]"
432,cluster487,T,"[""team1323"",""team2187""]","[""ID083833"",""ID010268"",""ID004060"",""ID092032"",""ID058121"",""ID083768"",""ID001349"",""ID027739"",""ID043835"",""ID068382"",""ID083832"",""ID083772"",""ID095775"",""ID083773"",""ID042593"",""ID005359"",""ID083774"",""ID058121"",""ID083771""]","[""A1"",""G4""]"
433,cluster488,F,"[""team3194"",""team3625""]","[""ID000727"",""ID048122"",""ID071837"",""ID071643"",""ID071838"",""ID071643"",""ID023327"",""ID071826"",""ID031255""]","[""A1""]"
434,cluster489,T,"[""team949"",""team948"",""team2370"",""team3884""]","[""ID047140"",""ID011041"",""ID071280"",""ID017259"",""ID092842"",""ID000895"",""ID009895"",""ID071280"",""ID013882"",""ID038230"",""ID066556"",""ID049153"",""ID011041"",""ID074032"",""ID073574"",""ID074031"",""ID011041""]","[""B3"",""B1""]"
435,cluster49,T,"[""team237"",""team236"",""team2029""]","[""ID043720"",""ID011141"",""ID070069"",""ID034055"",""ID019898"",""ID014469"",""ID070069"",""ID070080"",""ID000407"",""ID014469"",""ID070080"",""ID070272"",""ID070271""]","[""F1"",""A1""]"
436,cluster490,F,"[""team2336"",""team2136"",""team3941"",""team744"",""team547""]","[""ID084627"",""ID084626"",""ID095945"",""ID084628"",""ID060552"",""ID028546"",""ID064501"",""ID063126"",""ID085730"",""ID060552"",""ID063930"",""ID086403"",""ID085913"",""ID060552"",""ID085206"",""ID013293"",""ID063930"",""ID063933"",""ID047073"",""ID012102"",""ID063932"",""ID060550"",""ID063934"",""ID068441"",""ID063931"",""ID063929"",""ID049838"",""ID068265"",""ID063930"",""ID058176"",""ID067933""]","[""B2""]"
437,cluster491,F,"[""team2655"",""team4168""]","[""ID076676"",""ID094266"",""ID058405"",""ID076677"",""ID056067"",""ID060054"",""ID055867"",""ID076674"",""ID077183"",""ID010620"",""ID060054"",""ID055867""]","[""B2""]"
438,cluster492,T,"[""team2806"",""team3439""]","[""ID071249"",""ID071224"",""ID018302"",""ID062433"",""ID000895"",""ID090487"",""ID018302"",""ID071355"",""ID090486""]","[""B1"",""B3""]"
439,cluster493,T,"[""team3440"",""team799""]","[""ID051661"",""ID018302"",""ID045109"",""ID003811"",""ID090488"",""ID071355"",""ID088536"",""ID051661"",""ID010520"",""ID088535"",""ID006029"",""ID071355""]","[""B1"",""B3""]"
440,cluster494,T,"[""team3667"",""team813"",""team1884""]","[""ID069211"",""ID069210"",""ID039128"",""ID065440"",""ID049232"",""ID086237"",""ID085314"",""ID085313"",""ID049232"",""ID039128"",""ID068874"",""ID065440"",""ID068875"",""ID068876""]","[""C1"",""B4""]"
441,cluster495,T,"[""team524"",""team3239""]","[""ID060552"",""ID079598"",""ID034993"",""ID077720"",""ID085377"",""ID096215"",""ID084441"",""ID020464"",""ID096214"",""ID086123"",""ID085377"",""ID049232""]","[""B2"",""B4""]"
442,cluster496,F,"[""team545"",""team1347""]","[""ID037585"",""ID000168"",""ID076932"",""ID076931"",""ID027033"",""ID094381"",""ID037585"",""ID033639"",""ID027705"",""ID072661""]","[""B1""]"
443,cluster497,F,"[""team1524"",""team1143"",""team2533"",""team4185"",""team1523""]","[""ID071783"",""ID072305"",""ID071676"",""ID071828"",""ID030359"",""ID072123"",""ID071592"",""ID072122"",""ID030359"",""ID063856"",""ID063855"",""ID039199"",""ID030359"",""ID071783"",""ID071828"",""ID092991"",""ID071841"",""ID072025"",""ID072024"",""ID017962"",""ID071676""]","[""A2""]"
444,cluster498,F,"[""team3657"",""team3414"",""team2994""]","[""ID074321"",""ID041193"",""ID003446"",""ID043860"",""ID074254"",""ID074418"",""ID063310"",""ID074254"",""ID043860"",""ID047881"",""ID016279"",""ID074261"",""ID074262"",""ID043860"",""ID074264""]","[""A1""]"
445,cluster499,F,"[""team1173"",""team1510""]","[""ID090085"",""ID096936"",""ID036299"",""ID043860"",""ID090613"",""ID006066"",""ID090612"",""ID010406"",""ID044367"",""ID001687"",""ID066533"",""ID027615"",""ID056111"",""ID036299"",""ID010406""]","[""A1""]"
446,cluster5,F,"[""team1982"",""team1981""]","[""ID045511"",""ID013577"",""ID070587"",""ID070588"",""ID037430"",""ID045511"",""ID081033"",""ID065312"",""ID078188""]","[""E2""]"
447,cluster50,T,"[""team2295"",""team1939""]","[""ID075006"",""ID075003"",""ID075002"",""ID075004"",""ID075007"",""ID075005"",""ID075641"",""ID093908"",""ID075006"",""ID056613"",""ID075474"",""ID074999"",""ID093908""]","[""B3"",""A1""]"
448,cluster500,F,"[""team678"",""team679""]","[""ID034831"",""ID030317"",""ID079891"",""ID074084"",""ID079842"",""ID092225"",""ID074084"",""ID092226"",""ID092227""]","[""B3""]"
449,cluster501,T,"[""team953"",""team915"",""team3383"",""team954""]","[""ID019732"",""ID068631"",""ID064569"",""ID091201"",""ID037024"",""ID017050"",""ID017939"",""ID041903"",""ID064568"",""ID023991"",""ID055091"",""ID092206"",""ID022564"",""ID022464"",""ID092571"",""ID054909"",""ID024724"",""ID008148"",""ID069094"",""ID092574"",""ID031063"",""ID092573"",""ID070185"",""ID048015"",""ID092576"",""ID092575"",""ID010617"",""ID024724"",""ID003404"",""ID070186"",""ID002015"",""ID060888"",""ID024724"",""ID040396"",""ID070162"",""ID007526"",""ID019732"",""ID061946"",""ID036790"",""ID017050""]","[""A1"",""G1""]"
450,cluster502,F,"[""team3867"",""team1999""]","[""ID060896"",""ID084285"",""ID022009"",""ID065836"",""ID022009"",""ID045238"",""ID000371"",""ID084677"",""ID066302"",""ID011545"",""ID096187"",""ID043539"",""ID009069"",""ID060693"",""ID032725"",""ID061939"",""ID066303"",""ID040355"",""ID010710"",""ID035654""]","[""A1""]"
451,cluster503,T,"[""team1472"",""team3978""]","[""ID061980"",""ID048968"",""ID061978"",""ID028781"",""ID061982"",""ID061975"",""ID061981"",""ID061977"",""ID061976"",""ID061979"",""ID096268"",""ID034801"",""ID048968"",""ID061975"",""ID085776"",""ID085838""]","[""A1"",""A2""]"
452,cluster504,T,"[""team2920"",""team256"",""team3113""]","[""ID064122"",""ID096396"",""ID084254"",""ID084253"",""ID064121"",""ID065735"",""ID016374"",""ID066769"",""ID062977"",""ID064124"",""ID064123"",""ID064122"",""ID064123"",""ID064122"",""ID096981"",""ID086910""]","[""B2"",""A1""]"
453,cluster505,T,"[""team3336"",""team963"",""team1417"",""team3858"",""team4099""]","[""ID090043"",""ID063103"",""ID028934"",""ID060818"",""ID090042"",""ID063619"",""ID061140"",""ID061142"",""ID061139"",""ID028934"",""ID061141"",""ID016493"",""ID096183"",""ID096186"",""ID025820"",""ID028934"",""ID085142"",""ID014917"",""ID085989"",""ID044330"",""ID007928"",""ID024335"",""ID002608"",""ID060818"",""ID060818"",""ID024288"",""ID028199"",""ID060819""]","[""F1"",""A1"",""G3"",""B2""]"
454,cluster506,F,"[""team90"",""team3955"",""team3842""]","[""ID097096"",""ID030032"",""ID085888"",""ID015708"",""ID086687"",""ID064665"",""ID084883"",""ID061150"",""ID064665"",""ID084882"",""ID006443"",""ID084706"",""ID095957"",""ID064665""]","[""B2""]"
455,cluster507,T,"[""team414"",""team2208"",""team2343""]","[""ID089857"",""ID089755"",""ID045782"",""ID077647"",""ID068697"",""ID089757"",""ID089856"",""ID079607"",""ID089756"",""ID089758"",""ID090275"",""ID068697"",""ID068699"",""ID067809"",""ID027257"",""ID077651"",""ID077652"",""ID077649"",""ID077650"",""ID077648"",""ID077653"",""ID077647""]","[""C1"",""D4""]"
456,cluster508,T,"[""team693"",""team3433""]","[""ID088198"",""ID090183"",""ID085870"",""ID088132"",""ID071064"",""ID088199"",""ID086302"",""ID069589"",""ID084018"",""ID027257"",""ID085869"",""ID072526"",""ID072525"",""ID068697"",""ID072519"",""ID086303"",""ID027257"",""ID016371"",""ID023503"",""ID068697""]","[""A3"",""C1""]"
457,cluster509,F,"[""team2304"",""team2418"",""team3095"",""team694"",""team3268""]","[""ID016161"",""ID085866"",""ID072525"",""ID069589"",""ID096425"",""ID090107"",""ID087245"",""ID085519"",""ID087258"",""ID072525"",""ID085522"",""ID085520"",""ID087257"",""ID085521"",""ID085513"",""ID090177"",""ID096061"",""ID087844"",""ID072525"",""ID087843"",""ID090176"",""ID072075"",""ID072076"",""ID069589"",""ID072519"",""ID088025"",""ID072525"",""ID088026"",""ID088024""]","[""A3""]"
458,cluster51,T,"[""team575"",""team986"",""team397""]","[""ID023315"",""ID037823"",""ID039468"",""ID023139"",""ID041775"",""ID083355"",""ID025635"",""ID023021"",""ID031277"",""ID006450"",""ID004128"",""ID026241"",""ID034956"",""ID031501"",""ID020228"",""ID022338"",""ID066446"",""ID031589"",""ID095733"",""ID023021"",""ID034317"",""ID095734"",""ID095735"",""ID067354"",""ID091797"",""ID014496"",""ID067353"",""ID022353"",""ID034317""]","[""E2"",""A2""]"
459,cluster510,T,"[""team3855"",""team2013"",""team3074"",""team3098""]","[""ID088660"",""ID022035"",""ID064950"",""ID088659"",""ID069853"",""ID022035"",""ID087405"",""ID087431"",""ID086539"",""ID087608"",""ID072503"",""ID087609"",""ID068548"",""ID086539"",""ID074082"",""ID086259"",""ID068550"",""ID092075"",""ID064437"",""ID068550"",""ID068547""]","[""B1"",""A1""]"
460,cluster511,T,"[""team1558"",""team1557""]","[""ID078926"",""ID064061"",""ID045062"",""ID068130"",""ID078955"",""ID022227"",""ID078926"",""ID046258"",""ID078925"",""ID079039"",""ID078924"",""ID040336""]","[""F2"",""A2""]"
461,cluster512,T,"[""team418"",""team563"",""team3797""]","[""ID084892"",""ID039318"",""ID039874"",""ID084893"",""ID068444"",""ID039318"",""ID065944"",""ID005165"",""ID086667"",""ID068444"",""ID086668"",""ID064581""]","[""A1"",""D4""]"
462,cluster513,F,"[""team1012"",""team1013""]","[""ID020410"",""ID040204"",""ID014286"",""ID020600"",""ID011469"",""ID062804"",""ID062802"",""ID031330"",""ID020277"",""ID043577"",""ID071750"",""ID036278"",""ID041013"",""ID038079"",""ID062803"",""ID020410"",""ID060625"",""ID036866"",""ID040204""]","[""A2""]"
463,cluster514,F,"[""team1014"",""team1015""]","[""ID060915"",""ID060916"",""ID040204"",""ID047282"",""ID060625"",""ID039320"",""ID020338"",""ID040204"",""ID013631"",""ID060625"",""ID047527"",""ID014670"",""ID021235"",""ID042099""]","[""A2""]"
